user_id,cellphone_id,brand,model,operating_system,internal_memory,RAM,performance,main_camera,selfie_camera,battery_size,screen_size,price,release_date,age,gender,job,rating
6,7,SAMSUNG,"Galaxy A13",ANDROID,32,3,1.36,50,8,5000,6.6,154,2022-03-23,55,FEMALE,"it",9
6,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,55,FEMALE,"it",7
6,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,55,FEMALE,"it",5
6,16,GOOGLE,"Pixel 6a",ANDROID,128,6,6.88,12,8,4410,6.1,449,2021-07-21,55,FEMALE,"it",3
6,19,ONEPLUS,"Nord 2T",ANDROID,128,8,6.04,50,32,4500,6.4,379,2022-05-21,55,FEMALE,"it",1
6,23,VIVO,"X80 Pro",ANDROID,256,8,9.81,50,32,4700,6.7,872,2022-04-29,55,FEMALE,"it",8
6,27,XIAOMI,"Poco F4",ANDROID,128,8,6.98,64,20,4500,6.6,428,2022-07-27,55,FEMALE,"it",4
6,31,MOTOROLA,"Moto G Pure",ANDROID,32,3,1.02,13,5,4000,6.5,129,2021-10-14,55,FEMALE,"it",6
6,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,55,FEMALE,"it",10
8,0,APPLE,"iPhone SE (2022)",IOS,128,4,7.23,12,7,2018,4.7,429,2022-03-18,25,FEMALE,"manager",5
8,11,SAMSUNG,"Galaxy S22 Plus",ANDROID,128,8,7.22,50,10,4500,6.6,899,2022-02-25,25,FEMALE,"manager",6
8,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,25,FEMALE,"manager",8
8,20,ONEPLUS,"10 Pro",ANDROID,128,8,8.86,48,32,5000,6.7,780,2022-01-11,25,FEMALE,"manager",7
8,21,ONEPLUS,10T,ANDROID,128,8,11,50,16,4800,6.7,649,2022-08-06,25,FEMALE,"manager",5
8,22,OPPO,"Find X5 Pro",ANDROID,256,12,10.12,50,32,5000,6.7,987,2022-03-14,25,FEMALE,"manager",9
8,25,XIAOMI,"11T Pro",ANDROID,256,8,7.59,108,16,5000,6.6,435,2021-10-05,25,FEMALE,"manager",8
8,27,XIAOMI,"Poco F4",ANDROID,128,8,6.98,64,20,4500,6.6,428,2022-07-27,25,FEMALE,"manager",8
8,29,MOTOROLA,"Moto G Stylus (2022)",ANDROID,128,6,2.3,50,16,5000,6.8,500,2022-04-27,25,FEMALE,"manager",6
8,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,25,FEMALE,"manager",9
10,3,APPLE,"iPhone 13 Pro",IOS,256,6,7.94,12,12,3065,6.1,999,2021-09-24,23,MALE,"worker",9
10,4,APPLE,"iPhone 13 Pro Max",IOS,256,6,8.01,12,12,4352,6.7,1199,2021-09-24,23,MALE,"worker",9
10,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,23,MALE,"worker",3
10,6,ASUS,"Zenfone 8",ANDROID,128,8,6.76,64,12,4000,5.9,599,2021-05-12,23,MALE,"worker",7
10,11,SAMSUNG,"Galaxy S22 Plus",ANDROID,128,8,7.22,50,10,4500,6.6,899,2022-02-25,23,MALE,"worker",8
10,12,SAMSUNG,"Galaxy S22 Ultra",ANDROID,128,8,9.68,108,40,5000,6.8,840,2022-02-25,23,MALE,"worker",8
10,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,23,MALE,"worker",10
10,16,GOOGLE,"Pixel 6a",ANDROID,128,6,6.88,12,8,4410,6.1,449,2021-07-21,23,MALE,"worker",8
10,23,VIVO,"X80 Pro",ANDROID,256,8,9.81,50,32,4700,6.7,872,2022-04-29,23,MALE,"worker",9
10,27,XIAOMI,"Poco F4",ANDROID,128,8,6.98,64,20,4500,6.6,428,2022-07-27,23,MALE,"worker",8
12,6,ASUS,"Zenfone 8",ANDROID,128,8,6.76,64,12,4000,5.9,599,2021-05-12,28,FEMALE,"accountant",6
12,10,SAMSUNG,"Galaxy S22",ANDROID,128,8,8.81,50,10,3700,6.1,528,2022-02-25,28,FEMALE,"accountant",9
12,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,28,FEMALE,"accountant",6
12,16,GOOGLE,"Pixel 6a",ANDROID,128,6,6.88,12,8,4410,6.1,449,2021-07-21,28,FEMALE,"accountant",7
12,20,ONEPLUS,"10 Pro",ANDROID,128,8,8.86,48,32,5000,6.7,780,2022-01-11,28,FEMALE,"accountant",7
12,23,VIVO,"X80 Pro",ANDROID,256,8,9.81,50,32,4700,6.7,872,2022-04-29,28,FEMALE,"accountant",6
12,24,XIAOMI,"Redmi Note 11",ANDROID,128,4,2.44,50,13,5000,6.4,174,2022-02-09,28,FEMALE,"accountant",4
12,27,XIAOMI,"Poco F4",ANDROID,128,8,6.98,64,20,4500,6.6,428,2022-07-27,28,FEMALE,"accountant",4
12,31,MOTOROLA,"Moto G Pure",ANDROID,32,3,1.02,13,5,4000,6.5,129,2021-10-14,28,FEMALE,"accountant",3
12,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,28,FEMALE,"accountant",5
16,0,APPLE,"iPhone SE (2022)",IOS,128,4,7.23,12,7,2018,4.7,429,2022-03-18,31,FEMALE,"sales",1
16,6,ASUS,"Zenfone 8",ANDROID,128,8,6.76,64,12,4000,5.9,599,2021-05-12,31,FEMALE,"sales",2
16,9,SAMSUNG,"Galaxy A53",ANDROID,128,6,3.79,64,32,5000,6.5,312,2022-03-24,31,FEMALE,"sales",6
16,11,SAMSUNG,"Galaxy S22 Plus",ANDROID,128,8,7.22,50,10,4500,6.6,899,2022-02-25,31,FEMALE,"sales",8
16,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,31,FEMALE,"sales",7
16,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,31,FEMALE,"sales",10
16,24,XIAOMI,"Redmi Note 11",ANDROID,128,4,2.44,50,13,5000,6.4,174,2022-02-09,31,FEMALE,"sales",3
16,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,31,FEMALE,"sales",5
16,27,XIAOMI,"Poco F4",ANDROID,128,8,6.98,64,20,4500,6.6,428,2022-07-27,31,FEMALE,"sales",4
16,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,31,FEMALE,"sales",2
24,3,APPLE,"iPhone 13 Pro",IOS,256,6,7.94,12,12,3065,6.1,999,2021-09-24,57,FEMALE,"it",10
24,6,ASUS,"Zenfone 8",ANDROID,128,8,6.76,64,12,4000,5.9,599,2021-05-12,57,FEMALE,"it",7
24,10,SAMSUNG,"Galaxy S22",ANDROID,128,8,8.81,50,10,3700,6.1,528,2022-02-25,57,FEMALE,"it",9
24,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,57,FEMALE,"it",10
24,18,ONEPLUS,"Nord N20",ANDROID,128,6,3.8,64,16,4500,6.4,299,2022-04-28,57,FEMALE,"it",8
24,20,ONEPLUS,"10 Pro",ANDROID,128,8,8.86,48,32,5000,6.7,780,2022-01-11,57,FEMALE,"it",9
24,21,ONEPLUS,10T,ANDROID,128,8,11,50,16,4800,6.7,649,2022-08-06,57,FEMALE,"it",8
24,22,OPPO,"Find X5 Pro",ANDROID,256,12,10.12,50,32,5000,6.7,987,2022-03-14,57,FEMALE,"it",7
24,23,VIVO,"X80 Pro",ANDROID,256,8,9.81,50,32,4700,6.7,872,2022-04-29,57,FEMALE,"it",7
24,28,SONY,"Xperia Pro",ANDROID,512,12,6.82,12,8,4000,6.5,1998,2021-01-27,57,FEMALE,"it",8
25,2,APPLE,"iPhone 13",IOS,128,4,7.75,12,12,3240,6.1,699,2021-09-24,27,FEMALE,"team leader",9
25,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,27,FEMALE,"team leader",6
25,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,27,FEMALE,"team leader",10
25,12,SAMSUNG,"Galaxy S22 Ultra",ANDROID,128,8,9.68,108,40,5000,6.8,840,2022-02-25,27,FEMALE,"team leader",3
25,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,27,FEMALE,"team leader",1
25,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,27,FEMALE,"team leader",2
25,16,GOOGLE,"Pixel 6a",ANDROID,128,6,6.88,12,8,4410,6.1,449,2021-07-21,27,FEMALE,"team leader",9
25,20,ONEPLUS,"10 Pro",ANDROID,128,8,8.86,48,32,5000,6.7,780,2022-01-11,27,FEMALE,"team leader",5
25,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,27,FEMALE,"team leader",5
25,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,27,FEMALE,"team leader",9
26,3,APPLE,"iPhone 13 Pro",IOS,256,6,7.94,12,12,3065,6.1,999,2021-09-24,28,FEMALE,"finance",10
26,4,APPLE,"iPhone 13 Pro Max",IOS,256,6,8.01,12,12,4352,6.7,1199,2021-09-24,28,FEMALE,"finance",9
26,12,SAMSUNG,"Galaxy S22 Ultra",ANDROID,128,8,9.68,108,40,5000,6.8,840,2022-02-25,28,FEMALE,"finance",8
26,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,28,FEMALE,"finance",7
26,18,ONEPLUS,"Nord N20",ANDROID,128,6,3.8,64,16,4500,6.4,299,2022-04-28,28,FEMALE,"finance",5
26,20,ONEPLUS,"10 Pro",ANDROID,128,8,8.86,48,32,5000,6.7,780,2022-01-11,28,FEMALE,"finance",6
26,22,OPPO,"Find X5 Pro",ANDROID,256,12,10.12,50,32,5000,6.7,987,2022-03-14,28,FEMALE,"finance",10
26,23,VIVO,"X80 Pro",ANDROID,256,8,9.81,50,32,4700,6.7,872,2022-04-29,28,FEMALE,"finance",6
26,25,XIAOMI,"11T Pro",ANDROID,256,8,7.59,108,16,5000,6.6,435,2021-10-05,28,FEMALE,"finance",9
26,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,28,FEMALE,"finance",9
27,4,APPLE,"iPhone 13 Pro Max",IOS,256,6,8.01,12,12,4352,6.7,1199,2021-09-24,29,FEMALE,"finance",10
27,6,ASUS,"Zenfone 8",ANDROID,128,8,6.76,64,12,4000,5.9,599,2021-05-12,29,FEMALE,"finance",8
27,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,29,FEMALE,"finance",8
27,11,SAMSUNG,"Galaxy S22 Plus",ANDROID,128,8,7.22,50,10,4500,6.6,899,2022-02-25,29,FEMALE,"finance",8
27,18,ONEPLUS,"Nord N20",ANDROID,128,6,3.8,64,16,4500,6.4,299,2022-04-28,29,FEMALE,"finance",6
27,19,ONEPLUS,"Nord 2T",ANDROID,128,8,6.04,50,32,4500,6.4,379,2022-05-21,29,FEMALE,"finance",6
27,21,ONEPLUS,10T,ANDROID,128,8,11,50,16,4800,6.7,649,2022-08-06,29,FEMALE,"finance",9
27,24,XIAOMI,"Redmi Note 11",ANDROID,128,4,2.44,50,13,5000,6.4,174,2022-02-09,29,FEMALE,"finance",7
27,27,XIAOMI,"Poco F4",ANDROID,128,8,6.98,64,20,4500,6.6,428,2022-07-27,29,FEMALE,"finance",7
27,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,29,FEMALE,"finance",8
28,3,APPLE,"iPhone 13 Pro",IOS,256,6,7.94,12,12,3065,6.1,999,2021-09-24,33,FEMALE,"sales",10
28,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,33,FEMALE,"sales",10
28,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,33,FEMALE,"sales",1
28,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,33,FEMALE,"sales",1
28,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,33,FEMALE,"sales",1
28,22,OPPO,"Find X5 Pro",ANDROID,256,12,10.12,50,32,5000,6.7,987,2022-03-14,33,FEMALE,"sales",1
28,25,XIAOMI,"11T Pro",ANDROID,256,8,7.59,108,16,5000,6.6,435,2021-10-05,33,FEMALE,"sales",1
28,28,SONY,"Xperia Pro",ANDROID,512,12,6.82,12,8,4000,6.5,1998,2021-01-27,33,FEMALE,"sales",1
28,29,MOTOROLA,"Moto G Stylus (2022)",ANDROID,128,6,2.3,50,16,5000,6.8,500,2022-04-27,33,FEMALE,"sales",1
28,31,MOTOROLA,"Moto G Pure",ANDROID,32,3,1.02,13,5,4000,6.5,129,2021-10-14,33,FEMALE,"sales",1
29,2,APPLE,"iPhone 13",IOS,128,4,7.75,12,12,3240,6.1,699,2021-09-24,61,FEMALE,"ops manager",6
29,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,61,FEMALE,"ops manager",4
29,7,SAMSUNG,"Galaxy A13",ANDROID,32,3,1.36,50,8,5000,6.6,154,2022-03-23,61,FEMALE,"ops manager",6
29,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,61,FEMALE,"ops manager",7
29,10,SAMSUNG,"Galaxy S22",ANDROID,128,8,8.81,50,10,3700,6.1,528,2022-02-25,61,FEMALE,"ops manager",9
29,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,61,FEMALE,"ops manager",5
29,16,GOOGLE,"Pixel 6a",ANDROID,128,6,6.88,12,8,4410,6.1,449,2021-07-21,61,FEMALE,"ops manager",7
29,19,ONEPLUS,"Nord 2T",ANDROID,128,8,6.04,50,32,4500,6.4,379,2022-05-21,61,FEMALE,"ops manager",5
29,24,XIAOMI,"Redmi Note 11",ANDROID,128,4,2.44,50,13,5000,6.4,174,2022-02-09,61,FEMALE,"ops manager",8
29,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,61,FEMALE,"ops manager",5
30,0,APPLE,"iPhone SE (2022)",IOS,128,4,7.23,12,7,2018,4.7,429,2022-03-18,34,MALE,"ict officer",4
30,2,APPLE,"iPhone 13",IOS,128,4,7.75,12,12,3240,6.1,699,2021-09-24,34,MALE,"ict officer",5
30,4,APPLE,"iPhone 13 Pro Max",IOS,256,6,8.01,12,12,4352,6.7,1199,2021-09-24,34,MALE,"ict officer",7
30,9,SAMSUNG,"Galaxy A53",ANDROID,128,6,3.79,64,32,5000,6.5,312,2022-03-24,34,MALE,"ict officer",4
30,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,34,MALE,"ict officer",6
30,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,34,MALE,"ict officer",6
30,16,GOOGLE,"Pixel 6a",ANDROID,128,6,6.88,12,8,4410,6.1,449,2021-07-21,34,MALE,"ict officer",8
30,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,34,MALE,"ict officer",8
30,19,ONEPLUS,"Nord 2T",ANDROID,128,8,6.04,50,32,4500,6.4,379,2022-05-21,34,MALE,"ict officer",7
30,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,34,MALE,"ict officer",9
32,2,APPLE,"iPhone 13",IOS,128,4,7.75,12,12,3240,6.1,699,2021-09-24,39,MALE,"qa software manager",9
32,6,ASUS,"Zenfone 8",ANDROID,128,8,6.76,64,12,4000,5.9,599,2021-05-12,39,MALE,"qa software manager",2
32,10,SAMSUNG,"Galaxy S22",ANDROID,128,8,8.81,50,10,3700,6.1,528,2022-02-25,39,MALE,"qa software manager",8
32,11,SAMSUNG,"Galaxy S22 Plus",ANDROID,128,8,7.22,50,10,4500,6.6,899,2022-02-25,39,MALE,"qa software manager",1
32,12,SAMSUNG,"Galaxy S22 Ultra",ANDROID,128,8,9.68,108,40,5000,6.8,840,2022-02-25,39,MALE,"qa software manager",1
32,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,39,MALE,"qa software manager",1
32,20,ONEPLUS,"10 Pro",ANDROID,128,8,8.86,48,32,5000,6.7,780,2022-01-11,39,MALE,"qa software manager",2
32,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,39,MALE,"qa software manager",9
32,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,39,MALE,"qa software manager",1
32,31,MOTOROLA,"Moto G Pure",ANDROID,32,3,1.02,13,5,4000,6.5,129,2021-10-14,39,MALE,"qa software manager",3
33,2,APPLE,"iPhone 13",IOS,128,4,7.75,12,12,3240,6.1,699,2021-09-24,30,FEMALE,"healthcare",10
33,6,ASUS,"Zenfone 8",ANDROID,128,8,6.76,64,12,4000,5.9,599,2021-05-12,30,FEMALE,"healthcare",8
33,9,SAMSUNG,"Galaxy A53",ANDROID,128,6,3.79,64,32,5000,6.5,312,2022-03-24,30,FEMALE,"healthcare",10
33,10,SAMSUNG,"Galaxy S22",ANDROID,128,8,8.81,50,10,3700,6.1,528,2022-02-25,30,FEMALE,"healthcare",10
33,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,30,FEMALE,"healthcare",8
33,19,ONEPLUS,"Nord 2T",ANDROID,128,8,6.04,50,32,4500,6.4,379,2022-05-21,30,FEMALE,"healthcare",10
33,25,XIAOMI,"11T Pro",ANDROID,256,8,7.59,108,16,5000,6.6,435,2021-10-05,30,FEMALE,"healthcare",10
33,29,MOTOROLA,"Moto G Stylus (2022)",ANDROID,128,6,2.3,50,16,5000,6.8,500,2022-04-27,30,FEMALE,"healthcare",9
33,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,30,FEMALE,"healthcare",10
33,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,30,FEMALE,"healthcare",8
35,0,APPLE,"iPhone SE (2022)",IOS,128,4,7.23,12,7,2018,4.7,429,2022-03-18,41,MALE,"self employed",6
35,4,APPLE,"iPhone 13 Pro Max",IOS,256,6,8.01,12,12,4352,6.7,1199,2021-09-24,41,MALE,"self employed",1
35,6,ASUS,"Zenfone 8",ANDROID,128,8,6.76,64,12,4000,5.9,599,2021-05-12,41,MALE,"self employed",5
35,12,SAMSUNG,"Galaxy S22 Ultra",ANDROID,128,8,9.68,108,40,5000,6.8,840,2022-02-25,41,MALE,"self employed",2
35,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,41,MALE,"self employed",3
35,18,ONEPLUS,"Nord N20",ANDROID,128,6,3.8,64,16,4500,6.4,299,2022-04-28,41,MALE,"self employed",9
35,19,ONEPLUS,"Nord 2T",ANDROID,128,8,6.04,50,32,4500,6.4,379,2022-05-21,41,MALE,"self employed",7
35,23,VIVO,"X80 Pro",ANDROID,256,8,9.81,50,32,4700,6.7,872,2022-04-29,41,MALE,"self employed",2
35,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,41,MALE,"self employed",2
35,27,XIAOMI,"Poco F4",ANDROID,128,8,6.98,64,20,4500,6.6,428,2022-07-27,41,MALE,"self employed",7
36,1,APPLE,"iPhone 13 Mini",IOS,128,4,7.72,12,12,2438,5.4,699,2021-09-24,42,MALE,"banking",6
36,2,APPLE,"iPhone 13",IOS,128,4,7.75,12,12,3240,6.1,699,2021-09-24,42,MALE,"banking",10
36,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,42,MALE,"banking",6
36,6,ASUS,"Zenfone 8",ANDROID,128,8,6.76,64,12,4000,5.9,599,2021-05-12,42,MALE,"banking",1
36,9,SAMSUNG,"Galaxy A53",ANDROID,128,6,3.79,64,32,5000,6.5,312,2022-03-24,42,MALE,"banking",4
36,10,SAMSUNG,"Galaxy S22",ANDROID,128,8,8.81,50,10,3700,6.1,528,2022-02-25,42,MALE,"banking",4
36,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,42,MALE,"banking",1
36,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,42,MALE,"banking",2
36,22,OPPO,"Find X5 Pro",ANDROID,256,12,10.12,50,32,5000,6.7,987,2022-03-14,42,MALE,"banking",4
36,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,42,MALE,"banking",1
37,7,SAMSUNG,"Galaxy A13",ANDROID,32,3,1.36,50,8,5000,6.6,154,2022-03-23,34,FEMALE,"nurse",1
37,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,34,FEMALE,"nurse",5
37,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,34,FEMALE,"nurse",5
37,18,ONEPLUS,"Nord N20",ANDROID,128,6,3.8,64,16,4500,6.4,299,2022-04-28,34,FEMALE,"nurse",5
37,23,VIVO,"X80 Pro",ANDROID,256,8,9.81,50,32,4700,6.7,872,2022-04-29,34,FEMALE,"nurse",9
37,24,XIAOMI,"Redmi Note 11",ANDROID,128,4,2.44,50,13,5000,6.4,174,2022-02-09,34,FEMALE,"nurse",6
37,28,SONY,"Xperia Pro",ANDROID,512,12,6.82,12,8,4000,6.5,1998,2021-01-27,34,FEMALE,"nurse",10
37,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,34,FEMALE,"nurse",1
37,31,MOTOROLA,"Moto G Pure",ANDROID,32,3,1.02,13,5,4000,6.5,129,2021-10-14,34,FEMALE,"nurse",2
37,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,34,FEMALE,"nurse",5
38,1,APPLE,"iPhone 13 Mini",IOS,128,4,7.72,12,12,2438,5.4,699,2021-09-24,42,MALE,"executive",7
38,2,APPLE,"iPhone 13",IOS,128,4,7.75,12,12,3240,6.1,699,2021-09-24,42,MALE,"executive",8
38,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,42,MALE,"executive",8
38,6,ASUS,"Zenfone 8",ANDROID,128,8,6.76,64,12,4000,5.9,599,2021-05-12,42,MALE,"executive",5
38,10,SAMSUNG,"Galaxy S22",ANDROID,128,8,8.81,50,10,3700,6.1,528,2022-02-25,42,MALE,"executive",7
38,11,SAMSUNG,"Galaxy S22 Plus",ANDROID,128,8,7.22,50,10,4500,6.6,899,2022-02-25,42,MALE,"executive",7
38,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,42,MALE,"executive",2
38,24,XIAOMI,"Redmi Note 11",ANDROID,128,4,2.44,50,13,5000,6.4,174,2022-02-09,42,MALE,"executive",7
38,25,XIAOMI,"11T Pro",ANDROID,256,8,7.59,108,16,5000,6.6,435,2021-10-05,42,MALE,"executive",6
38,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,42,MALE,"executive",4
52,0,APPLE,"iPhone SE (2022)",IOS,128,4,7.23,12,7,2018,4.7,429,2022-03-18,25,MALE,"software developer",5
